id,user_id,folder_id,created_at,updated_at,sharing,description,file_path,name,size,tokens,type,project_id,message_index,timestamp,topic_id,file_id,chunk_index,embedding_json,embedding,session_id,file_name,status,content,topic_name,speaker_role,ingested,ingested_at,uploaded_at,relevant_date
e601e275-a65a-4d5d-9d67-0865c88e86fb,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:43:41.779588+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDNfbWFyY2hfMjAyM19taW51dGVzX29jci5wZGY=,03_march_2023_minutes_ocr.pdf,1081079,7574,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:38.405438,null,null
192a231b-477a-4ff4-a64f-d524e29c67b4,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:41:11.875166+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDJfZmVicnVhcnlfMjAyM19taW51dGVzX29jci5wZGY=,02_february_2023_minutes_ocr.pdf,941562,5124,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:34.275248,null,null
321b9844-4076-42e9-a3d9-a7bd9d8199e9,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:34:38.791753+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDJfZmVicnVhcnlfMjAyNV9hZ2VuZGFfb2NyLnBkZg==,02_february_2025_agenda_ocr.pdf,50956,394,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:43.907465,null,null
fbbd4d94-73ee-4554-a850-f95b30970936,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:34:41.697371+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDNfbWFyY2hfMjAyMl9hZ2VuZGFfb2NyLnBkZg==,03_march_2022_agenda_ocr.pdf,104314,619,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:43.010153,null,null
09a06be8-7a93-4e1f-b0d9-6366b362ba7a,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:49:52.223809+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/bG9jYWxfZ292ZXJubWVudF9jb21taXNpb25fb2NyLnBkZg==,local_government_commision_ocr.pdf,142517,2541,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:41.287596,null,null
3b6101da-229d-4414-a264-9b7b126dc6a0,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:41:05.936046+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDFfamFudWFyeV8yMDI1X21pbnV0ZXNfb2NyLnBkZg==,01_january_2025_minutes_ocr.pdf,77086,4393,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:48.278249,null,null
1039f092-688e-4116-bac3-869bbe7f47e5,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:36:08.507533+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MDlfc2VwdGVtYmVyXzIwMjJfYWdlbmRhX3NwZWNpYWxfYV9vY3IucGRm,09_september_2022_agenda_special_a_ocr.pdf,31414,157,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,true,2025-06-08 01:06:45.530541,null,null
2ab80b63-3459-41b7-99c0-f16a1bf1ea44,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:37:05.317511+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MTFfbm92ZW1iZXJfMjAyM19hZ2VuZGFfb2NyLnBkZg==,11_november_2023_agenda_ocr.pdf,68417,532,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,false,null,null,null
d2581a18-2485-4791-8be9-1978bccb0a00,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:36:59.568272+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MTBfb2N0b2Jlcl8yMDI0X2FnZW5kYV9vY3IucGRm,10_october_2024_agenda_ocr.pdf,39108,530,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,false,null,null,null
95a60443-8ea2-4d3b-af1f-2aa905899ff9,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:37:02.406517+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MTFfbm92ZW1iZXJfMjAyMl9hZ2VuZGFfb2NyLnBkZg==,11_november_2022_agenda_ocr.pdf,105703,611,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,false,null,null,null
24b62461-304c-4d61-852d-9d1b48014ae1,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:37:14.467591+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MTFfbm92ZW1iZXJfMjAyNF9hZ2VuZGFfb2NyLnBkZg==,11_november_2024_agenda_ocr.pdf,55123,541,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,false,null,null,null
0c47d020-4203-419a-8c64-224209e41cb0,4a867500-7423-4eaa-bc79-94e368555e05,null,2025-06-07 21:37:27.357946+00,null,private,,4a867500-7423-4eaa-bc79-94e368555e05/MTJfZGVjZW1iZXJfMjAyNF9hZ2VuZGFfb2NyLnBkZg==,12_december_2024_agenda_ocr.pdf,51769,446,pdf,null,null,null,null,null,null,null,null,null,null,null,null,null,null,false,null,null,null
